cwe_key,cwe_name,cwe_description
CWE-379,CWE-379,CWE-379 | CWE-379 Creation of Temporary File in Directory with Incorrect Permissions | CWE-379 Creation of Temporary File in Directory with Insecure Permissions | CWE-379: Creation of Temporary File in Directory with Insecure Permissions | CWE-379: Creation of Temporary File in a Directory with Insecure Permissions | Creation of Temporary File in Directory with Incorrect Permissions (CWE-379) | Creation of Temporary File in Directory with Insecure Permissions
CWE-384,CWE-384,CWE-384 | CWE-384 (Session Fixation) | CWE-384 Session Fixation | CWE-384 Session Fixiation | CWE-384: Session Fixation | Execute unauthorized code or commands | Improper access control | SESSION FIXATION CWE-384 | Session Fixation | Session Fixation (CWE-384) | Session Fixiation
CWE-385,CWE-385,CWE-385 | CWE-385 Covert Timing Channel | CWE-385: Covert Timing Channel | Covert Timing Channel
CWE-386,CWE-386,CWE-386 Symbolic Name not Mapping to Correct Object
CWE-388,CWE-388,CWE-388 | Error Handling
CWE-39,CWE-39,CWE-39-Path Traversal: 'C:dirname'
CWE-390,CWE-390,CWE-390 | CWE-390  Detection of Error Condition Without Action | CWE-390 Detection of Error Condition Without Action | CWE-390: Detection of Error Condition Without Action | Detection of Error Condition Without Action
CWE-391,CWE-391,CWE-391 | CWE-391 Unchecked Error Condition | CWE-391: Unchecked Error Condition | Unchecked Error Condition | Unchecked Error Condition (CWE-391)
CWE-392,CWE-392,CWE-392 Missing Report of Error Condition | CWE-392: Missing Report of Error Condition | Missing Report of Error Condition
CWE-393,CWE-393,CWE-393 Return of Wrong Status Code | CWE-393: Return of Wrong Status Code | Return of Wrong Status Code
CWE-394,CWE-394,CWE-394 | CWE-394  Unexpected Status Code or Return Value | CWE-394 Unexpected Status Code or Return Value | CWE-394: Unexpected Status Code or Return Value
CWE-395,CWE-395,CWE-395 | CWE-395 Use of NullPointerException Catch to Detect NULL Pointer Dereference | CWE-395: Use of NullPointerException Catch to Detect NULL Pointer Dereference | NULL pointer dereference | Null pointer dereference
CWE-396,CWE-396,CWE-396: Declaration of Catch for Generic Exception
CWE-399,CWE-399,CWE-399 | CWE-399 Denial of Service Vulnerability | CWE-399 Resource Management Errors | CWE-399 Resource Management errors | CWE-399: Resource Management Errors | Denial of Service Vulnerability CWE-399 | Resource Management Errors
CWE-40,CWE-40,CWE-40 Path Traversal: '\\UNC\share\name\' (Windows UNC Share) | CWE-40: Path Traversal: 'UNCsharename' (Windows UNC Share) | CWE-40: Path Traversal: '\\UNC\share\name\' (Windows UNC Share)
CWE-400,CWE-400,"CWE-400 | CWE-400 (Uncontrolled Resource Consumption) | CWE-400 - Uncontrolled Resource Consumption | CWE-400 - Uncontrolled Resource Consumption. | CWE-400 Resource Consumption | CWE-400 Resource Consumption -> CWE-799 Improper Control of Interaction Frequency -> CWE-307 Improper Restriction of Excessive Authentication Attempts | CWE-400 Uncontrolled Resource Consumption | CWE-400 Uncontrolled Resource Consumption ('Resource Exhaustion') | CWE-400-Uncontrolled Resource Consumption | CWE-400: Denial of Service | CWE-400: Uncontrolled Resource Consumption | CWE-400: Uncontrolled Resource Consumption ('Resource Exhaustion') | CWE-400: Uncontrolled Resource Consumption (3.2) | CWE-400: Uncontrolled Resource Consumption / Denial of Service | Denial of Service (CWE-400) | Denial of Service (DoS) | Denial of service | Resource Consumption | The software does not properly control the allocation and maintenance of a limited resource thereby enabling an actor to influence the amount of resources consumed, eventually leading to the exhaustion of available resources. | UNCONTROLLED RESOURCE CONSUMPTION ('RESOURCE EXHAUSTION') CWE-400 | UNCONTROLLED RESOURCE CONSUMPTION CWE-400 | Uncontrolled Resource Consumption | Uncontrolled Resource Consumption (CWE-400) | Uncontrolled resource consumption | Uncontrolled resource consumption CWE-400 | {""CWE-400"":""Uncontrolled Resource Consumption""}"
CWE-401,CWE-401,CWE-401 | CWE-401 - Missing Release of Memory after Effective Lifetime | CWE-401 A Missing Release of Memory after Effective Lifetime | CWE-401 Improper Release of Memory Before Removing Last Reference | CWE-401 Improper Release of Memory Before Removing Last Reference ('Memory Leak') | CWE-401 Memory Leak | CWE-401 Missing Release of Memory after Effective Lifetime | CWE-401->CWE-125 | CWE-401: Improper Release of Memory Before Removing Last Reference | CWE-401: Missing Release of Memory after Effective Lifetime | Memory Leak | Missing Release of Memory after Effective Lifetime
CWE-402,CWE-402,CWE-402 | CWE-402 Transmission of Private Resources into a New Sphere ('Resource Leak') | CWE-402: Transmission of Private Resources into a New Sphere ('Resource Leak') | Transmission of Private Resources into a New Sphere ('Resource Leak')
CWE-403,CWE-403,CWE-403 Exposure of File Descriptor to Unintended Control Sphere ('File Descriptor Leak') | CWE-403: Exposure of File Descriptor to Unintended Control Sphere ('File Descriptor Leak')
CWE-404,CWE-404,CWE-404 | CWE-404 Denial of Service | CWE-404 Denial of Service -> CWE-400 Resource Consumption | CWE-404 Denial of Service -> CWE-400 Resource Consumption -> CWE-770 Allocation of Resources | CWE-404 Denial of Service -> CWE-401 Memory Leak | CWE-404 Denial of Service -> CWE-476 NULL Pointer Dereference | CWE-404 Denial of Service -> CWE-779 Logging of Excessive Data | CWE-404 Denial of Service -> CWE-835 Infinite Loop | CWE-404 Improper Resource Shutdown or Release | CWE-404: Improper Resource Shutdown or Release | Denial of Service | IMPROPER RESOURCE SHUTDOWN OR RELEASE CWE-404 | Improper Resource Shutdown or Release
CWE-405,CWE-405,CWE-405 | CWE-405 Asymmetric Resource Consumption | CWE-405 Asymmetric Resource Consumption (Amplification) | CWE-405: Asymmetric Resource Consumption | CWE-405: Asymmetric Resource Consumption (Amplification)
CWE-406,CWE-406,CWE-406 | CWE-406 Insufficient Control of Network Message Volume | CWE-406 Insufficient Control of Network Message Volume (Network Amplification) | CWE-406->CWE-400 | CWE-406: Insufficient Control of Network Message Volume | CWE-406: Insufficient Control of Network Message Volume (Network Amplification)
CWE-407,CWE-407,CWE-407 | CWE-407 Algorithmic Complexity | CWE-407 Inefficient Algorithmic Complexity | CWE-407: Inefficient Algorithmic Complexity | Inefficient Algorithmic Complexity
CWE-408,CWE-408,CWE-408 Incorrect Behavior Order: Early Amplification | CWE-408: Incorrect Behavior Order: Early Amplification
CWE-409,CWE-409,CWE-409 | CWE-409 Improper Handling of Highly Compressed Data (Data Amplification) | CWE-409: Improper Handling of Highly Compressed Data (Data Amplification) | Improper Handling of Highly Compressed Data (Data Amplification) (CWE-409)
CWE-41,CWE-41,CWE-41 Improper Resolution of Path Equivalence | CWE-41: Improper Resolution of Path Equivalence | Information disclosure
CWE-410,CWE-410,CWE-410 | CWE-410 Insufficient Resource Pool | CWE-410: Insufficient Resource Pool | Insufficient Resource Pool
CWE-412,CWE-412,CWE-412 Unrestricted Externally Accessible Lock | CWE-412: Unrestricted Externally Accessible Lock
CWE-413,CWE-413,CWE-413 | CWE-413  Improper Resource Locking | CWE-413 Improper Resource Locking | CWE-413: Improper Resource Locking | Improper Resource Locking
CWE-414,CWE-414,CWE-414 Missing Lock Check
CWE-415,CWE-415,CWE-415 | CWE-415 (Double Free) | CWE-415 - Double Free | CWE-415 Double Free | CWE-415-Double Free | CWE-415: Double Free | DOUBLE FREE CWE-415 | Double Free | Double Free (CWE-415) | Double free | Double free (CWE-415) | Execute unauthorized code or commands
CWE-416,CWE-416,"(CWE-416|CWE-476) | CWE - CWE-416: Use After Free (4.16) | CWE - CWE-416: Use After Free (4.17) | CWE - CWE-416: Use After Free (4.18) | CWE-416 | CWE-416  Use After Free | CWE-416 - Use After Free | CWE-416 - Use After Free, CWE-476 - NULL Pointer Dereference. | CWE-416 - Use After Free. | CWE-416 : use after free | CWE-416 Use After Free | CWE-416 Use after free | CWE-416 Use-After-Free | CWE-416 User After Free | CWE-416 use after free | CWE-416-Use After Free | CWE-416: Use After Free | CWE-416: Use after free | Execute unauthorized code or commands | Kernel panic due to use after free (CWE-416) | USE AFTER FREE CWE-416 | USE AFTER FREE CWE-416 (CVE-2019-13510) | Use After Free | Use After Free (CWE-416) | Use After Free CWE-416 | Use after free | Use after free CWE-416 | {""CWE-416"":""Use After Free""}"
CWE-419,CWE-419,CWE-419 Unprotected Primary Channel | CWE-419: Unprotected Primary Channel
CWE-420,CWE-420,"CWE-420 | CWE-420 Unprotected Alternate Channel | CWE-420: Unprotected Alternate Channel | The product protects a primary channel, but it does not use the same level of protection for an alternate channel. | Unprotected Alternate Channel"
CWE-421,CWE-421,CWE-421 Race Condition During Access to Alternate Channel | Race Condition During Access to Alternate Channel | Race condition
CWE-422,CWE-422,Unprotected Windows Messaging Channel ('Shatter')
CWE-424,CWE-424,CWE-424 | CWE-424 Improper Protection of Alternate Path | CWE-424: Improper Protection of Alternate Path | Improper Protection of Alternate Path
CWE-425,CWE-425,"CWE-425 Direct Request | CWE-425 Direct Request ('Forced Browsing') | CWE-425 Direct Request (Forced Browsing) | CWE-425 Forced Browsing | CWE-425: Direct Request ('Forced Browsing') | CWE-425: Direct Request ('Forced Browsing') vulnerability | Direct Request | Direct request ('Forced Browsing') | Forced Browsing (CWE-425) | Information disclosure | The web application does not adequately enforce appropriate authorization on all restricted URLs, scripts, or files."
CWE-426,CWE-426,CWE-426 | CWE-426 Untrusted Search Path | CWE-426 Untrusted Search Path -> CWE-427 Uncontrolled Search Path | CWE-426: Untrusted Search Path | Escalation of privilege | Execute unauthorized code or commands | UNTRUSTED SEARCH PATH CWE-426 | Untrusted Search Path | Untrusted Search Path (CWE-426)
CWE-427,CWE-427,"CWE-427 | CWE-427  Uncontrolled Search Path Element | CWE-427 Uncontrolled Search Path | CWE-427 Uncontrolled Search Path Element | CWE-427 Uncontrolled Search Path or Element | CWE-427: Uncontrolled Search Path Element | CWE-427: Uncontrolled search path element | CWE-427: insecurely loading Dynamic Link Libraries | CWE-427:Uncontrolled Search Path Element | DLL hijacking CWE-427 | Execute unauthorized code or commands | The product uses a fixed or controlled search path to find resources, but one or more locations in that path can be under the control of unintended actors. | UNCONTROLLED SEARCH PATH CWE-427 | UNCONTROLLED SEARCH PATH ELEMENT CWE-427 | Uncontrolled Search Path | Uncontrolled Search Path Element | Uncontrolled Search Path Element (CWE-427) | Uncontrolled Search Path or Element | Uncontrolled search path | Uncontrolled search path element"
CWE-428,CWE-428,CWE-428 | CWE-428 Unquoted Search Path | CWE-428 Unquoted Search Path or Element | CWE-428 Windows Unquoted Search Path | CWE-428: Unquoted Search Path or Element | UNQUOTED SEARCH PATH OR ELEMENT CWE-428 | Unquoted Search Path | Unquoted Search Path or Element | Unquoted search path | Unquoted search path or element | Unquoted search path or element CWE-428
CWE-43,CWE-43,CWE-43: Path Equivalence: 'filename....'
CWE-430,CWE-430,CWE-430 Deployment of Wrong Handler
CWE-431,CWE-431,CWE-431 Missing Handler
CWE-434,CWE-434,"Arbitrary File Upload | CWE-434 | CWE-434 Unauthenticated Arbitrary File Upload (patch_contents.php) | CWE-434 Unauthenticated Arbitrary File Upload (status_contents.php) | CWE-434 Unrestricted File Upload | CWE-434 Unrestricted Upload | CWE-434 Unrestricted Upload of File | CWE-434 Unrestricted Upload of File with Dangerous Type | CWE-434 Unrestricted upload of file with dangerous type | CWE-434-Unrestricted Upload of File with Dangerous Type | CWE-434: Unrestricted Upload of File | CWE-434: Unrestricted Upload of File with Dangerous Type | CWE-434: unrestricted upload of file with dangerous type | Improper Neutralization of Special Elements in a File Name or Extension (File Upload) | The product allows the attacker to upload or transfer files of dangerous types that can be automatically processed within the product's environment. | The software allows the attacker to upload or transfer files of dangerous types that can be automatically processed within the product's environment. | UNRESTRICTED UPLOAD OF FILE WITH DANGEROUS TYPE CWE-434 | Unrestricted Upload | Unrestricted Upload of File with Dangerous Type | Unrestricted Upload of File with Dangerous Type (CWE-434) | Unrestricted upload of file with dangerous type | {""CWE-434"":""Unrestricted Upload of File with Dangerous Type""}"
CWE-435,CWE-435,CWE-435 | CWE-435 Improper Interaction Between Multiple Correctly-Behaving Entities
CWE-436,CWE-436,CWE-436 Interpretation Conflict | CWE-436: Interpretation Conflict | Improper access control | Interpretation Conflict
CWE-437,CWE-437,CWE-437 Incomplete Model of Endpoint Features | CWE-437: Incomplete Model of Endpoint Features | Incomplete Model of Endpoint Features | Incomplete model of enpoint features CWE-437
CWE-44,CWE-44,CWE-44 Path Equivalence: 'file.name' (Internal Dot)
CWE-440,CWE-440,CWE-440 | CWE-440 Expected Behavior Violation | CWE-440->CWE-200 | CWE-440: Expected Behavior Violation
CWE-441,CWE-441,CWE-441 | CWE-441  Unintended Proxy or Intermediary (?Confused Deputy?) | CWE-441 Unauthenticated Intermediary | CWE-441 Unintended Intermediary | CWE-441 Unintended Proxy | CWE-441 Unintended Proxy or Intermediary | CWE-441 Unintended Proxy or Intermediary ('Confused Deputy') | CWE-441: Unintended Proxy or Intermediary | CWE-441: Unintended Proxy or Intermediary ('Confused Deputy') | Unintended Proxy or Intermediary ('Confused Deputy') | Unintended proxy or intermediary ('Confused Deputy')
CWE-444,CWE-444,CWE-444 | CWE-444 (HTTP Request Smuggling) | CWE-444 HTTP Request Smuggling | CWE-444 Inconsistent Interpretation of HTTP Requests | CWE-444 Inconsistent Interpretation of HTTP Requests ('HTTP Request Smuggling') | CWE-444 Inconsistent Interpretation of HTTP Requests ('HTTP Request/Response Smuggling') | CWE-444 Inconsistent Interpretation of HTTP Responses ('HTTP Response Smuggling') | CWE-444: Inconsistent Interpretation of HTTP Requests ('HTTP Request Smuggling') | CWE-444: Inconsistent Interpretation of HTTP Requests ('HTTP Request/Response Smuggling') | Execute unauthorized code or commands | HTTP Request Smuggling (CWE-444) | Inconsistent Interpretation of HTTP Requests ('HTTP Request Smuggling') | Inconsistent Interpretation of HTTP Requests ('HTTP Request/Response Smuggling') | Inconsistent interpretation of HTTP requests ('HTTP Request/Response Smuggling')
CWE-446,CWE-446,CWE-446 UI Discrepancy for Security Feature | CWE-446: UI Discrepancy for Security Feature
CWE-447,CWE-447,CWE-447 | CWE-447 Unimplemented or Unsupported Feature in UI
CWE-448,CWE-448,CWE-448 Obsolete Feature in UI | CWE-448: Obsolete Feature in UI
CWE-449,CWE-449,CWE-449 The UI Performs the Wrong Action | CWE-449: The UI Performs the Wrong Action
CWE-450,CWE-450,CWE-450 | CWE-450 Multiple Interpretations of UI Input
CWE-451,CWE-451,CWE-451 : User Interface (UI) Misrepresentation of Critical Information | CWE-451 Clickjacking | CWE-451 User Interface (UI) Misrepresentation of Critical Information | CWE-451 leads to CWE-601 | CWE-451: User Interface (UI) Misrepresentation of Critical Information | Clickjacking | Inappropriate implementation | User Interface (UI) Misrepresentation of Critical Information (CWE-451) | User interface (UI) misrepresentation of critical information
CWE-453,CWE-453,CWE-453 | CWE-453 Insecure Default Variable Initialization | CWE-453: Insecure Default Variable Initialization
CWE-454,CWE-454,CWE-454 External Initialization of Trusted Variables or Data Stores
CWE-455,CWE-455,CWE-455
CWE-456,CWE-456,CWE-456 | CWE-456: Missing Initialization of a Variable | Missing Initialization of a Variable
CWE-457,CWE-457,CWE-457 | CWE-457  Use of Uninitialized Variable | CWE-457 Uninitialized Variable | CWE-457 Use of Uninitialized Variable | CWE-457: Use of Uninitialized Variable | Uninitialized Use | Use of Uninitialized Variable
CWE-459,CWE-459,"CWE-459 | CWE-459  Incomplete Cleanup | CWE-459 - Incomplete Cleanup. | CWE-459 Incomplete Cleanup | CWE-459- Incomplete Cleanup, CWE-89 - Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'). | CWE-459: Incomplete Cleanup | INCOMPLETE CLEANUP CWE-459 | Improper access control | Incomplete Cleanup | Incomplete cleanup"
CWE-460,CWE-460,CWE-460 | CWE-460 -> CWE-824 | CWE-460 Improper Cleanup on Thrown Exception | CWE-460: Improper Cleanup on Thrown Exception | Improper Cleanup on Thrown Exception | Improper cleanup on thrown exception CWE-460
CWE-462,CWE-462,CWE-462 Duplicate Key in Associative List
CWE-463,CWE-463,CWE-463 Deletion of Data Structure Sentinel
CWE-465,CWE-465,CWE-465 | POINTER ISSUES CWE-465
CWE-466,CWE-466,CWE-466 Return of Pointer Value Outside of Expected Range
CWE-467,CWE-467,CWE-467 Use of sizeof() on a Pointer Type | CWE-467: Use of sizeof() on a Pointer Type
CWE-468,CWE-468,CWE-468 Incorrect Pointer Scaling
CWE-470,CWE-470,CWE-470 | CWE-470 Use of Externally-Controlled Input to Select Classes or Code | CWE-470 Use of Externally-Controlled Input to Select Classes or Code ('Unsafe Reflection') | CWE-470: Use of Externally-Controlled Input to Select Classes or Code ('Unsafe Reflection')
CWE-471,CWE-471,"CWE-471 Modification of Assumed-Immutable Data | CWE-471 Modification of Assumed-Immutable Data (MAID) | CWE-471: Modification of Assumed-Immutable Data | CWE-471: Modification of Assumed-Immutable Data (MAID) | Modification of Assumed-Immutable Data (MAID) (CWE-471) | {""CWE-471"":""Modification of Assumed-Immutable Data (MAID)""}"
CWE-472,CWE-472,CWE-472 | CWE-472 (External Control of Assumed-Immutable Web Parameter) | CWE-472 - External Control of Assumed-Immutable Web Parameter | CWE-472 External Control of Assumed-Immutable Web Parameter | CWE-472: External Control of Assumed-Immutable Web Parameter | External control of assumed-Immutable web parameter | Integer overflow
CWE-473,CWE-473,CWE-473 PHP External Variable Modification | CWE-473: PHP External Variable Modification
CWE-474,CWE-474,CWE-474 : Use of Function with Inconsistent Implementations | CWE-474 Use of Function with Inconsistent Implementations | CWE-474: Use of Function with Inconsistent Implementations
CWE-475,CWE-475,CWE-475 | CWE-475 Undefined Behavior for Input to API | CWE-475: Undefined Behavior for Input to API
CWE-476,CWE-476,"A NULL pointer dereference occurs when the application dereferences a pointer that it expects to be valid, but is NULL, typically causing a crash or exit. | CWE-476 | CWE-476  NULL Pointer Dereference | CWE-476 (NULL Pointer Dereference) | CWE-476 - NULL Pointer Dereference | CWE-476 - NULL Pointer Dereference,  CWE-400 - Uncontrolled Resource Consumption | CWE-476 - NULL Pointer Dereference. | CWE-476 NULL Pointer Dereference | CWE-476-NULL Pointer Dereference | CWE-476: NULL Pointer Dereference | CWE-476: Null Pointer Dereference | Denial of Service (CWE-476) | Denial of service | Improper Input Validation (CWE-476) | NULL POINTER DEREFERENCE CWE-476 | NULL Pointer Dereference | NULL Pointer Dereference (CWE-476) | NULL pointer dereference | Remote authenticated null dereference (CWE-476) | {""CWE-476"":""NULL Pointer Dereference""}"
CWE-477,CWE-477,CWE-477 | CWE-477 Use of Obsolete Function | CWE-477: Use of Obsolete Function | USE OF OBSOLETE FUNCTION CWE-477
CWE-479,CWE-479,CWE-479->CWE-476
CWE-480,CWE-480,CWE-480 Use of Incorrect Operator | CWE-480: Use of Incorrect Operator
CWE-482,CWE-482,CWE-482 Comparing instead of Assigning | CWE-482: Comparing instead of Assigning
CWE-485,CWE-485,CWE-485
CWE-488,CWE-488,CWE-488 | CWE-488 Exposure of Data Element to Wrong Session | CWE-488: Exposure of Data Element to Wrong Session | Exposure of Data Element to Wrong Session | Exposure of data element to wrong session
CWE-489,CWE-489,Active Debug Code | Active debug code | CWE-489 | CWE-489 (Leftover Debug Code) | CWE-489 Active Debug Code | CWE-489 Leftover Debug Code | CWE-489: Active Debug Code | CWE-489: Leftover Debug Code | Information disclosure | LEFTOVER DEBUG CODE CWE-489
CWE-491,CWE-491,CWE-491 Public cloneable() Method Without Final ('Object Hijack')
CWE-494,CWE-494,CWE-494 | CWE-494 Download of Code Without Integrity Check | CWE-494 Insufficient checks on origin | CWE-494: Download of Code Without Integrity Check | DOWNLOAD OF CODE WITHOUT INTEGRITY CHECK CWE-494 | Download of Code Without Integrity Check | Escalation of privilege
CWE-495,CWE-495,CWE-495 Private Data Structure Returned From A Public Method
CWE-497,CWE-497,CWE-497 | CWE-497 Access of Sensitive System Information to an Unauthorized Control Sphere | CWE-497 Exposure of Sensitive System Information | CWE-497 Exposure of Sensitive System Information to an Unauthorized Control Sphere | CWE-497 Exposure of System Data to an Unauthorized Control Sphere | CWE-497 [LLM] Exposure of Sensitive System Information to an Unauthorized Control Sphere | CWE-497: Exposure of Sensitive System Information to an Unauthorized Control Sphere | CWE-497: Exposure of System Data to an Unauthorized Control Sphere | CWE-497: Exposure of sensitive system information to an unauthorized control sphere | EXPOSURE OF SENSITIVE SYSTEM INFORMATION TO AN UNAUTHORIZED CONTROL SPHERE CWE-497 | Exposure of Sensitive System Information to an Unauthorized Control Sphere | Exposure of sensitive system information to an unauthorized control sphere | Information disclosure
CWE-499,CWE-499,CWE-499 Serializable Class Containing Sensitive Data | CWE-499: Serializable Class Containing Sensitive Data
CWE-5,CWE-5,CWE-5 J2EE Misconfiguration: Data Transmission Without Encryption
CWE-50,CWE-50,CWE-50: Path Equivalence: '//multiple/leading/slash'
CWE-501,CWE-501,CWE-501 Trust Boundary Violation | CWE-501: Trust Boundary Violation | Trust Boundary Violation
CWE-502,CWE-502,"CWE-502 | CWE-502	Deserialization of Untrusted Data | CWE-502 - Deserialization of Untrusted Data | CWE-502 Deserialization | CWE-502 Deserialization of Untrusted Data | CWE-502 – Deserialization of Untrusted Data | CWE-502-Deserialization of Untrusted Data | CWE-502: Allocation of Resources Without Limits or Throttling | CWE-502: Deserialization of Untrusted Data | CWE-502: Deserialization of untrusted data | DESERIALIZATION OF UNTRUSTED DATA CWE-502 | Deserialization | Deserialization of Untrusted Data | Deserialization of Untrusted Data (CWE-502) | Deserialization of untrusted data | Execute unauthorized code or commands | The application deserializes untrusted data without sufficiently verifying that the resulting data will be valid. | {""CWE-502"":""Deserialization of Untrusted Data""}"
CWE-506,CWE-506,CWE-506 Embedded Malicious Code | CWE-506: Embedded Malicious Code | Embedded Malicious Code | Embedded Malicious Code (CWE-506)
CWE-507,CWE-507,CWE-507: Trojan Horse
CWE-508,CWE-508,CWE-508 Non-Replicating Malicious Code
CWE-509,CWE-509,Replicating Malicious Code (Virus or Worm) (CWE-509)
CWE-511,CWE-511,CWE-511 Logic/Time Bomb
CWE-520,CWE-520,CWE-520 .NET Misconfiguration: Use of Impersonation
CWE-521,CWE-521,"CWE-521 | CWE-521 Weak Password Requirements | CWE-521: Weak Password Requirements | WEAK PASSWORD REQUIREMENTS CWE-521 | Weak Password Requirements | Weak password requirements | {""CWE-521"":""Weak Password Requirements""}"
CWE-522,CWE-522,CWE-522 | CWE-522 - Insufficiently Protected Credentials | CWE-522 Insufficiently Protected Credentials | CWE-522->CWE-212 | CWE-522->CWE-532 | CWE-522: Insufficiently Protected Credentials | CWE-522: Insufficiently protectect credentials | Execute unauthorized code or commands | INSUFFICENTLY PROTECTED CREDENTIALS CWE-522 | INSUFFICIENTLY PROTECTED CREDENTIALS (CWE-522) | INSUFFICIENTLY PROTECTED CREDENTIALS CWE-522 | Improper access control | Improper access control CWE-522 | Information disclosure | Insufficiently Protected Credentials | Insufficiently Protected Credentials (CWE-522) | Insufficiently Protected Credentials CWE-522 | Insufficiently protected credentials
CWE-523,CWE-523,CWE-523 | CWE-523 Unprotected Transport of Credentials | CWE-523: Unprotected Transport of Credentials | UNPROTECTED TRANSPORT OF CREDENTIALS CWE-523 | Unprotected Transport of Credentials
CWE-524,CWE-524,CWE-524 | CWE-524 Information Exposure Through Caching | CWE-524 Use of Cache Containing Sensitive Information | CWE-524: Use of Cache Containing Sensitive Information | Information Exposure Through Caching (CWE-524) | Use of Cache Containing Sensitive Information | Use of cache containing sensitive information
CWE-525,CWE-525,CWE-525 | CWE-525 Information Exposure Through Browser Caching | CWE-525 Use of Web Browser Cache Containing Sensitive Information | CWE-525: Use of Web Browser Cache Containing Sensitive Information
CWE-526,CWE-526,CWE-526 | CWE-526 Cleartext Storage of Sensitive Information in an Environment Variable | CWE-526: Cleartext Storage of Sensitive Information in an Environment Variable | CWE-526: Exposure of Sensitive Information Through Environmental Variables | Cleartext Storage of Sensitive Information in an Environment Variable
CWE-527,CWE-527,CWE-527: Exposure of Version-Control Repository to an Unauthorized Control Sphere | Exposure of Version-Control Repository to an Unauthorized Control Sphere
CWE-528,CWE-528,CWE-528 Exposure of Core Dump File to an Unauthorized Control Sphere | CWE-528: Exposure of Core Dump File to an Unauthorized Control Sphere
CWE-529,CWE-529,CWE-529
CWE-530,CWE-530,CWE-530 Exposure of Backup File to an Unauthorized Control Sphere | CWE-530: Exposure of Backup File to an Unauthorized Control Sphere | Exposure of Backup File to an Unauthorized Control Sphere
CWE-531,CWE-531,CWE-531 Inclusion of Sensitive Information in Test Code
CWE-532,CWE-532,CWE-532 | CWE-532 - Information Exposure Through Log Files | CWE-532 Information Exposure Through Log Files | CWE-532 Insertion of Sensitive Information into Log File | CWE-532: Inclusion of Sensitive Information in Log Files | CWE-532: Information Exposure Through Log Files | CWE-532: Insertion of Sensitive Information into Log | CWE-532: Insertion of Sensitive Information into Log File | CWE-532: Insertion of Sensitive Information into Log Files | Escalation of privilege | INCLUSION OF SENSITIVE INFORMATION IN LOG FILES CWE-532 | INFORMATION EXPOSURE THROUGH LOG FILES CWE-532 | INSERTION OF SENSITIVE INFORMATION INTO LOG FILE CWE-532 | Information disclosure | Information written to log files can be of a sensitive nature and give valuable guidance to an attacker or expose sensitive user information. | Insertion of Sensitive Information into Log File | Insertion of sensitive information into log file | [CWE-532: Insertion of Sensitive Information into Log File|https://cwe.mitre.org/data/definitions/532.html]
CWE-534,CWE-534,CWE-534 Information Exposure Through Debug Log File | CWE-534 Information Exposure Through Debug Log Files
CWE-535,CWE-535,CWE-535 Exposure of Information Through Shell Error Message
CWE-538,CWE-538,CWE-538 | CWE-538 File and Directory Information Exposure | CWE-538 Insertion of Sensitive Information into Externally-Accessible File or Directory | CWE-538: File and Directory Information Exposure | CWE-538: Insertion of Sensitive Information into Externally-Accessible File or Directory | File and Directory Information Exposure | File and Directory Information Exposure (CWE-538) | Insertion of Sensitive Information into Externally-Accessible File or Directory
CWE-539,CWE-539,CWE-539 | CWE-539 Use of Persistent Cookies Containing Sensitive Information | CWE-539: Use of Persistent Cookies Containing Sensitive Information | USE OF PERSISTENT COOKIES CONTAINING SENSITIVE INFORMATION CWE-539
CWE-540,CWE-540,CWE-540 | CWE-540 Inclusion of Sensitive Information in Source Code | CWE-540 Information Exposure Through Source Code | CWE-540: Inclusion of Sensitive Information in Source Code | Inclusion of Sensitive Information in Source Code
CWE-541,CWE-541,CWE-541: Inclusion of Sensitive Information in an Include File
CWE-544,CWE-544,CWE-544 Missing Standardized Error Handling Mechanism | CWE-544: Missing Standardized Error Handling Mechanism
CWE-547,CWE-547,"CWE-547 | CWE-547 Use of Hard-Coded, Security-Relevant Constants | CWE-547 Use of Hard-coded, Security-relevant Constants | CWE-547: Use of Hard-coded, Security-relevant Constants"
CWE-548,CWE-548,"CWE-548 | CWE-548 Exposure of Information Through Directory Listing | CWE-548 Information Exposure Through Directory Listing | CWE-548: Exposure of Information Through Directory Listing | CWE-548: Information Exposure Through Directory Listing | Exposure of Information Through Directory Listing | INFORMATION EXPOSURE THROUGH DIRECTORY LISTING CWE-548 | Information Exposure Through Directory Listing (CWE-548) | {""CWE-548"":""Exposure of Information Through Directory Listing""}"
CWE-549,CWE-549,CWE-549 | CWE-549 Missing Password Field Masking | CWE-549: Missing Password Field Masking | Missing Password Field Masking
CWE-550,CWE-550,CWE-550 Server-generated Error Message Containing Sensitive Information | CWE-550: Server-generated Error Message Containing Sensitive Information
CWE-551,CWE-551,CWE-551 | CWE-551: Incorrect Behavior Order: Authorization Before Parsing and Canonicalization | Incorrect Behavior Order: Authorization Before Parsing and Canonicalization
